catalogNumber;basisOfRecord;decimalLatitude;decimalLongitude;Class;order;family;genus;specificEpithet;infraspecificEpithet;nameAcordingTo;verbatimTaxonRank;taxonRank;acceptedNameUsage;;;establishmentMeans;;;locationRemarks;sex
AA0950;;348554;6284657;Magnoliopsida;Fabales;Fabaceae;Acacia;melanoxylon;;R.Br.;;;Acacia melanoxylon R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0951;;348539;6284645;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0952;;348545;6284647;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0953;;348555;6284646;Magnoliopsida;Rosales;Ulmaceae;Ulmus;;;L.;;;Ulmus L.;ACCEPTED;Viva;Exotica;2019;;;
AA0954;;348555;6284656;Magnoliopsida;Magnoliales;Magnoliaceae;Magnolia;grandiflora;;L.;;;Magnolia grandiflora L.;ACCEPTED;Viva;Exotica;2019;;;
AA0955;;348567;6284657;Magnoliopsida;Laurales;Lauraceae;Persea;americana;;Mill.;;;Persea americana Mill.;ACCEPTED;Viva;Exotica;2019;;;
AA0956;;348578;6284655;Magnoliopsida;Malvales;Malvaceae;Tilia;;;L.;;;Tilia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0957;;348585;6284656;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA0958;;348585;6284665;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA0959;;348585;6284673;Magnoliopsida;Malpighiales;Salicaceae;Populus;euramericana;;Guinier;;;Populus euramericana (Dode) Guinier;SYNONYM;Viva;Exotica;2019;;;
AA0960;;348614;6284664;Liliopsida;Arecales;Arecaceae;Phoenix;canariensis;;H.Wildpret;;;Phoenix canariensis H.Wildpret;ACCEPTED;Viva;Exotica;2019;;;
AA0961;;348583;6284681;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Exotica;2019;;;
AA0962;;348611;6284698;Magnoliopsida;Laurales;Lauraceae;Cryptocarya;alba;;Looser.;;;Cryptocarya alba (Molina.) Looser.;ACCEPTED;Viva;Exotica;2019;;;
AA0963;;348586;6284695;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0964;;348584;6284696;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0965;;348580;6284694;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0966;;348580;6284696;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0967;;348574;6284694;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA0968;;348571;6284695;Magnoliopsida;Sapindales;Sapindaceae;Acer;pseudoplatanus;;L.;;;Acer pseudoplatanus L.;ACCEPTED;Viva;Exotica;2019;;;
AA0969;;348564;6284694;Magnoliopsida;Sapindales;Sapindaceae;Koelreuteria;paniculata;;Laxm.;;;Koelreuteria paniculata Laxm.;ACCEPTED;Viva;Exotica;2019;;;
AA0970;;348561;6284694;Magnoliopsida;Sapindales;Sapindaceae;Koelreuteria;paniculata;;Laxm.;;;Koelreuteria paniculata Laxm.;ACCEPTED;Viva;Exotica;2019;;;
AA0971;;348554;6284694;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0972;;348552;6284691;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA0973;;348552;6284687;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA0974;;348553;6284683;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA0975;;348553;6284679;Magnoliopsida;Sapindales;Sapindaceae;Acer;negundo;;L.;;;Acer negundo L.;ACCEPTED;Viva;Exotica;2019;;;
AA0976;;348553;6284675;Magnoliopsida;Lamiales;Bignoniaceae;Catalpa;speciosa;;Engelm.;;;Catalpa speciosa (Warder) Engelm.;ACCEPTED;Viva;Exotica;2019;;;
AA0977;;348553;6284672;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0978;;348553;6284669;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0979;;348554;6284665;Magnoliopsida;Fabales;Fabaceae;Acacia;melanoxylon;;R.Br.;;;Acacia melanoxylon R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0980;;348555;6284663;Magnoliopsida;Fabales;Fabaceae;Acacia;melanoxylon;;R.Br.;;;Acacia melanoxylon R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0981;;348555;6284660;Magnoliopsida;Fabales;Fabaceae;Acacia;melanoxylon;;R.Br.;;;Acacia melanoxylon R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0982;;348548;6284671;Magnoliopsida;Sapindales;Sapindaceae;Acer;pseudoplatanus;;L.;;;Acer pseudoplatanus L.;ACCEPTED;Viva;Exotica;2019;;;
AA0983;;348548;6284675;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0984;;348547;6284679;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0985;;348548;6284683;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0986;;348547;6284688;Magnoliopsida;Sapindales;Meliaceae;Melia;azedarach;;L.;;;Melia azedarach L.;ACCEPTED;Viva;Exotica;2019;;;
AA0987;;348548;6284693;Pinopsida;Pinales;Pinaceae;Pinus;radiata;;D.Don;;;Pinus radiata D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA0988;;348553;6284703;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0989;;348583;6284727;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0990;;348581;6284730;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0991;;348577;6284731;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0992;;348576;6284732;Magnoliopsida;Rosales;Rosaceae;Prunus;cerasifera;;Ehrh.;;;Prunus cerasifera Ehrh.;ACCEPTED;Viva;Exotica;2019;;;
AA0993;;348579;6284735;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA0994;;348552;6284707;Magnoliopsida;Malvales;Malvaceae;Brachychiton;populneus;;R.Br.;;;Brachychiton populneus (Schott & Endl.) R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0995;;348552;6284716;Magnoliopsida;Malvales;Malvaceae;Brachychiton;populneus;;R.Br.;;;Brachychiton populneus (Schott & Endl.) R.Br.;ACCEPTED;Viva;Exotica;2019;;;
AA0996;;348552;6284720;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;;L'Her.;;;Eucalyptus L'Her.;ACCEPTED;Viva;Exotica;2019;;;
AA0997;;348552;6284725;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA0998;;348552;6284730;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;ornus;;L.;;;Fraxinus ornus L.;ACCEPTED;Viva;Exotica;2019;;;
AA0999;;348552;6284735;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1000;;348551;6284743;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;camaldulensis;;Dehnh.;;;Eucalyptus camaldulensis Dehnh.;ACCEPTED;Viva;Exotica;2019;;;
AA1001;;348551;6284749;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1002;;348544;6284749;Magnoliopsida;Fabales;Fabaceae;Robinia;pseudoacacia;;L.;;;Robinia pseudoacacia L.;ACCEPTED;Viva;Exotica;2019;;;
AA1003;;348550;6284758;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;ornus;;L.;;;Fraxinus ornus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1004;;348550;6284764;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;ornus;;L.;;;Fraxinus ornus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1005;;348550;6284771;Magnoliopsida;Fabales;Fabaceae;Acacia;saligna;;H.L.Wendl.;;;Acacia saligna (Labill.) H.L.Wendl.;ACCEPTED;Viva;Exotica;2019;;;
AA1006;;348559;6284773;Pinopsida;Pinales;Pinaceae;Pinus;radiata;;D.Don;;;Pinus radiata D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA1007;;348555;6284776;Pinopsida;Pinales;Pinaceae;Pinus;radiata;;D.Don;;;Pinus radiata D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA1008;;348552;6284778;Pinopsida;Pinales;Pinaceae;Pinus;radiata;;D.Don;;;Pinus radiata D.Don;ACCEPTED;Viva;Exotica;2019;;;
AA1009;;348548;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1010;;348547;6284785;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1011;;348547;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1012;;348546;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1013;;348544;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1014;;348543;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1015;;348542;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1016;;348541;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1017;;348540;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1018;;348539;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1019;;348538;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1020;;348537;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1021;;348535;6284787;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1022;;348534;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1023;;348533;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1024;;348531;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1025;;348530;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1026;;348529;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1027;;348528;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1028;;348527;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1029;;348525;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1030;;348524;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1031;;348523;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1032;;348522;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1033;;348520;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1034;;348519;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1035;;348518;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1036;;348516;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1037;;348515;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1038;;348514;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1039;;348512;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1040;;348511;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1041;;348510;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1042;;348508;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1043;;348507;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1044;;348506;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1045;;348504;6284788;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1046;;348503;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1047;;348501;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1048;;348500;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1049;;348499;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1050;;348498;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1051;;348496;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1052;;348495;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1053;;348493;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1054;;348492;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1055;;348491;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1056;;348489;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1057;;348488;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1058;;348486;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1059;;348485;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1060;;348484;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1061;;348482;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1062;;348481;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1063;;348479;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1064;;348478;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1065;;348477;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1066;;348476;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1067;;348474;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1068;;348473;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1069;;348472;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1070;;348470;6284789;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1071;;348469;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1072;;348468;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1073;;348467;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1074;;348466;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1075;;348464;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1076;;348463;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1077;;348462;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1078;;348461;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1079;;348460;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1080;;348459;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1081;;348458;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1082;;348457;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1083;;348456;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1084;;348455;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1085;;348454;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1086;;348453;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1087;;348452;6284790;Magnoliopsida;Malpighiales;Salicaceae;Populus;;;L.;;;Populus L.;ACCEPTED;Viva;Exotica;2019;;;
AA1088;;348466;6284781;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;camaldulensis;;Dehnh.;;;Eucalyptus camaldulensis Dehnh.;ACCEPTED;Viva;Exotica;2019;;;
AA1089;;348428;6284779;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;;L'Her.;;;Eucalyptus L'Her.;ACCEPTED;Viva;Exotica;2019;;;
AA1090;;348430;6284773;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;;L'Her.;;;Eucalyptus L'Her.;ACCEPTED;Viva;Exotica;2019;;;
AA1091;;348430;6284771;Magnoliopsida;Fabales;Fabaceae;Vachellia;caven;;Molina.;;;Acacia caven (Molina.) Molina.;SYNONYM;Viva;Nativa;2019;;;
AA1092;;348431;6284767;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;;L'Her.;;;Eucalyptus L'Her.;ACCEPTED;Viva;Exotica;2019;;;
AA1093;;348431;6284763;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;camaldulensis;;Dehnh.;;;Eucalyptus camaldulensis Dehnh.;ACCEPTED;Viva;Exotica;2019;;;
AA1094;;348439;6284775;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1095;;348439;6284766;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1096;;348438;6284764;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1097;;348445;6284772;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1098;;348445;6284768;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1099;;348445;6284766;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1100;;348445;6284763;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1101;;348452;6284771;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;camaldulensis;;Dehnh.;;;Eucalyptus camaldulensis Dehnh.;ACCEPTED;Viva;Exotica;2019;;;
AA1102;;348452;6284764;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;;L'Her.;;;Eucalyptus L'Her.;ACCEPTED;Viva;Exotica;2019;;;
AA1103;;348452;6284757;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;;L'Her.;;;Eucalyptus L'Her.;ACCEPTED;Viva;Exotica;2019;;;
AA1104;;348452;6284745;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1105;;348445;6284758;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1106;;348445;6284754;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1107;;348445;6284750;Magnoliopsida;Lamiales;Oleaceae;Fraxinus;excelsior;;L.;;;Fraxinus excelsior L.;ACCEPTED;Viva;Exotica;2019;;;
AA1108;;348438;6284759;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1109;;348438;6284758;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;globulus;;Labill.;;;Eucalyptus globulus Labill.;ACCEPTED;Viva;Exotica;2019;;;
AA1110;;348438;6284755;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;globulus;;Labill.;;;Eucalyptus globulus Labill.;ACCEPTED;Viva;Exotica;2019;;;
AA1111;;348439;6284753;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;globulus;;Labill.;;;Eucalyptus globulus Labill.;ACCEPTED;Viva;Exotica;2019;;;
AA1112;;348439;6284751;Magnoliopsida;Sapindales;Anacardiaceae;Schinus;molle;;L.;;;Schinus molle L.;ACCEPTED;Viva;Nativa;2019;;;
AA1113;;348438;6284748;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;globulus;;Labill.;;;Eucalyptus globulus Labill.;ACCEPTED;Viva;Exotica;2019;;;
AA1114;;348431;6284752;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;camaldulensis;;Dehnh.;;;Eucalyptus camaldulensis Dehnh.;ACCEPTED;Viva;Exotica;2019;;;
AA1115;;348431;6284740;Magnoliopsida;Myrtales;Myrtaceae;Eucalyptus;;;L'Her.;;;Eucalyptus L'Her.;ACCEPTED;Viva;Exotica;2019;;;
