catalogNumber,catalogNumber,basisOfRecord,decimalLatitude,decimalLongitude,phylum,Class,order,family,genus,specificEpithet,infraspecificEpithet,nameAcordingTo,verbatimTaxonRank,taxonRank,acceptedNameUsage,Nombre común,Estado,establishmentMeans,ingreso,plantacion,sex
AA1559,AA1559,LivingSpecimen,348540,6284293,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1560,AA1560,LivingSpecimen,348537,6284290,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1561,AA1561,LivingSpecimen,348535,6284288,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1562,AA1562,LivingSpecimen,348534,6284285,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1563,AA1563,LivingSpecimen,348532,6284282,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1564,AA1564,LivingSpecimen,348541,6284282,Tracheophyta,Liliopsida,Arecales,Arecaceae,Trachycarpus,fortunei,,H.Wendl.,,species,Trachycarpus fortunei H.Wendl.,,Viva,Exótica,2019,,
AA1565,AA1565,LivingSpecimen,348548,6284287,Tracheophyta,Liliopsida,Arecales,Arecaceae,Trachycarpus,fortunei,,H.Wendl.,,species,Trachycarpus fortunei H.Wendl.,,Viva,Exótica,2019,,
AA1566,AA1566,LivingSpecimen,348553,6284288,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1567,AA1567,LivingSpecimen,348558,6284281,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,canariensis,,H.Wildpret,,species,Phoenix canariensis H.Wildpret,,Viva,Exótica,2019,,hermaphrodite
AA1568,AA1568,LivingSpecimen,348572,6284290,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Koelreuteria,paniculata,,Laxm.,,species,Koelreuteria paniculata Laxm.,,Viva,Exótica,2019,,hermaphrodite
AA1569,AA1569,LivingSpecimen,348567,6284298,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1570,AA1570,LivingSpecimen,348572,6284299,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1571,AA1571,LivingSpecimen,348580,6284298,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1572,AA1572,LivingSpecimen,348576,6284302,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,nigra,,L.,,species,Juglans nigra L.,,Viva,Exótica,2019,,hermaphrodite
AA1573,AA1573,LivingSpecimen,348575,6284306,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1574,AA1574,LivingSpecimen,348580,6284306,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1575,AA1575,LivingSpecimen,348512,6284310,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1576,AA1576,LivingSpecimen,348517,6284309,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1577,AA1577,LivingSpecimen,348523,6284308,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1578,AA1578,LivingSpecimen,348526,6284308,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1579,AA1579,LivingSpecimen,348530,6284308,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1580,AA1580,LivingSpecimen,348533,6284302,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1581,AA1581,LivingSpecimen,348532,6284297,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1582,AA1582,LivingSpecimen,348532,6284296,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,male
AA1583,AA1583,LivingSpecimen,348530,6284289,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1584,AA1584,LivingSpecimen,348523,6284280,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,,Ehrh.,,species,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA1585,AA1585,LivingSpecimen,348517,6284280,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1586,AA1586,LivingSpecimen,348521,6284278,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Sequoia,sempervirens,,Endl.,,species,Sequoia sempervirens Endl.,,Viva,Exótica,2019,,
AA1587,AA1587,LivingSpecimen,348523,6284276,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1588,AA1588,LivingSpecimen,348513,6284280,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1589,AA1589,LivingSpecimen,348511,6284279,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Sequoia,sempervirens,,Endl.,,species,Sequoia sempervirens Endl.,,Viva,Exótica,2019,,
AA1590,AA1590,LivingSpecimen,348508,6284278,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Lem.,,species,Yucca gigantea Lem.,,Viva,Exótica,2019,,hermaphrodite
AA1591,AA1591,LivingSpecimen,348500,6284280,Tracheophyta,Liliopsida,Arecales,Arecaceae,Trachycarpus,fortunei,,H.Wendl.,,species,Trachycarpus fortunei H.Wendl.,,Viva,Exótica,2019,,
AA1592,AA1592,LivingSpecimen,348491,6284273,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium,japonicum,,Schott,,species,Styphnolobium japonicum Schott,,Viva,Exótica,2019,,
AA1593,AA1593,LivingSpecimen,348490,6284271,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,canadensis,I-214,Moench,Populus x canadensis I-214,varietas,Populus canadensis Moench,,Viva,Exótica,2019,,hermaphrodite
AA1594,AA1594,LivingSpecimen,348487,6284272,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Styphnolobium,japonicum,,Schott,,species,Styphnolobium japonicum Schott,,Viva,Exótica,2019,,
AA1595,AA1595,LivingSpecimen,348489,6284279,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,angustifolia,,L.,,species,Elaeagnus angustifolia L.,,Viva,Exótica,2019,,
AA1596,AA1596,LivingSpecimen,348490,6284286,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1597,AA1597,LivingSpecimen,348492,6284298,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,canariensis,,H.Wildpret,,species,Phoenix canariensis H.Wildpret,,Viva,Exótica,2019,,hermaphrodite
AA1598,AA1598,LivingSpecimen,348496,6284314,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,angustifolia,,L.,,species,Elaeagnus angustifolia L.,,Viva,Exótica,2019,,
AA1599,AA1599,LivingSpecimen,348497,6284317,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,indica,,L.,,species,Lagerstroemia indica L.,,Viva,Exótica,2019,,hermaphrodite
AA1600,AA1600,LivingSpecimen,348497,6284321,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Cupressus,funebris,,Endl.,,species,Cupressus funebris Endl.,,Viva,Exótica,2019,,
AA1601,AA1601,LivingSpecimen,348498,6284325,Tracheophyta,Magnoliopsida,Myrtales,Lythraceae,Lagerstroemia,indica,,L.,,species,Lagerstroemia indica L.,,Viva,Exótica,2019,,hermaphrodite
AA1602,AA1602,LivingSpecimen,348513,6284317,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1603,AA1603,LivingSpecimen,348512,6284320,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,female
AA1604,AA1604,LivingSpecimen,348510,6284320,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Koelreuteria,paniculata,,Laxm.,,species,Koelreuteria paniculata Laxm.,,Viva,Exótica,2019,,hermaphrodite
AA1605,AA1605,LivingSpecimen,348505,6284321,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Cupressus,sempervirens,,L.,,species,Cupressus sempervirens L.,,Viva,Exótica,2019,,
AA1606,AA1606,LivingSpecimen,348494,6284334,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,male
AA1607,AA1607,LivingSpecimen,348495,6284340,Tracheophyta,Magnoliopsida,Celastrales,Celastraceae,Maytenus,boaria,,(Molina) Molina,,species,Maytenus boaria (Molina) Molina,,Viva,Nativa,2019,,male
AA1608,AA1608,LivingSpecimen,348502,6284337,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Salix,babylonica,,L.,,species,Salix babylonica L.,,Viva,Exótica,2019,,hermaphrodite
AA1609,AA1609,LivingSpecimen,348495,6284356,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,canariensis,,H.Wildpret,,species,Phoenix canariensis H.Wildpret,,Viva,Exótica,2019,,hermaphrodite
AA1610,AA1610,LivingSpecimen,348502,6284354,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Cupressus,funebris,,Endl.,,species,Cupressus funebris Endl.,,Viva,Exótica,2019,,
AA1611,AA1611,LivingSpecimen,348501,6284343,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA1612,AA1612,LivingSpecimen,348507,6284343,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA1613,AA1613,LivingSpecimen,348511,6284343,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA1614,AA1614,LivingSpecimen,348516,6284350,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Sequoia,sempervirens,,Endl.,,species,Sequoia sempervirens Endl.,,Viva,Exótica,2019,,
AA1615,AA1615,LivingSpecimen,348515,6284342,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima,,Swingle,,species,Ailanthus altissima Swingle,,Viva,Exótica,2019,,hermaphrodite
AA1616,AA1616,LivingSpecimen,348519,6284342,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Catalpa,speciosa,,Engelm.,,species,Catalpa speciosa Engelm.,,Viva,Exótica,2019,,hermaphrodite
AA1617,AA1617,LivingSpecimen,348516,6284337,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Lagunaria,patersonii,,G.Don,,species,Lagunaria patersonii G.Don,,Viva,Exótica,2019,,
AA1618,AA1618,LivingSpecimen,348518,6284332,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima,,Swingle,,species,Ailanthus altissima Swingle,,Viva,Exótica,2019,,hermaphrodite
AA1619,AA1619,LivingSpecimen,348522,6284331,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima,,Swingle,,species,Ailanthus altissima Swingle,,Viva,Exótica,2019,,hermaphrodite
AA1620,AA1620,LivingSpecimen,348526,6284331,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima,,Swingle,,species,Ailanthus altissima Swingle,,Viva,Exótica,2019,,hermaphrodite
AA1621,AA1621,LivingSpecimen,348530,6284328,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima,,Swingle,,species,Ailanthus altissima Swingle,,Viva,Exótica,2019,,hermaphrodite
AA1622,AA1622,LivingSpecimen,348533,6284337,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Robinia,pseudoacacia,,L.,,species,Robinia pseudoacacia L.,,Viva,Exótica,2019,,hermaphrodite
AA1623,AA1623,LivingSpecimen,348568,6284267,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,americana,,L.,,species,Agave americana L.,,Viva,Exótica,2019,,
AA1624,AA1624,LivingSpecimen,348556,6284248,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Yucca,gigantea,,Regel ex Trel.,,species,Yucca gigantea Regel ex Trel.,,Viva,Exótica,2019,,hermaphrodite
AA1625,AA1625,LivingSpecimen,348532,6284257,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,canariensis,,H.Wildpret,,species,Phoenix canariensis H.Wildpret,,Viva,Exótica,2019,,hermaphrodite
AA1626,AA1626,LivingSpecimen,348526,6284262,Tracheophyta,Liliopsida,Arecales,Arecaceae,Phoenix,canariensis,,H.Wildpret,,species,Phoenix canariensis H.Wildpret,,Viva,Exótica,2019,,hermaphrodite
AA1627,AA1627,LivingSpecimen,348489,6284282,Tracheophyta,Magnoliopsida,Apiales,Pittosporaceae,Pittosporum,,,Banks ex Gaertn.,sp.,genus,Pittosporum  Banks ex Gaertn.,,Viva,Exótica,2019,,hermaphrodite
AA1628,AA1628,LivingSpecimen,348482,6284295,Tracheophyta,Magnoliopsida,Laurales,Monimiaceae,Peumus,boldus,,(Molina) Molina,,species,Peumus boldus (Molina) Molina,,Viva,Nativa,2019,,female
AA1629,AA1629,LivingSpecimen,348483,6284300,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Crinodendron,patagua,,(Molina) Molina,,species,Crinodendron patagua (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1630,AA1630,LivingSpecimen,348480,6284303,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,americana,,Mill.,,species,Persea americana Mill.,,Viva,Exótica,2019,,hermaphrodite
AA1631,AA1631,LivingSpecimen,348499,6284352,Tracheophyta,Magnoliopsida,Laurales,Calycanthaceae,Calycanthus,floridus,,L.,,species,Calycanthus floridus L.,,Viva,Exótica,2019,,hermaphrodite
AA1632,AA1632,LivingSpecimen,348497,6284342,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,,L.,sp.,genus,Prunus  L.,,Viva,Exótica,2019,,hermaphrodite
AA1633,AA1633,LivingSpecimen,348462,6284342,Tracheophyta,Magnoliopsida,Sapindales,Simaroubaceae,Ailanthus,altissima,,Swingle,,species,Ailanthus altissima Swingle,,Viva,Exótica,2019,,hermaphrodite
AA1634,AA1634,LivingSpecimen,348472,6284342,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA1635,AA1635,LivingSpecimen,348475,6284343,Tracheophyta,Magnoliopsida,Saxifragales,Altingiaceae,Liquidambar,styraciflua,,L.,,species,Liquidambar styraciflua L.,,Viva,Exótica,2019,,hermaphrodite
AA1636,AA1636,LivingSpecimen,348482,6284345,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,magellanica,,Lam.,,species,Fuchsia magellanica Lam.,,Viva,Nativa,2019,,hermaphrodite
AA1637,AA1637,LivingSpecimen,348484,6284341,Tracheophyta,Pinopsida,Cupressales,Cupressaceae,Cupressus,funebris,,Endl.,,species,Cupressus funebris Endl.,,Viva,Exótica,2019,,
AA1638,AA1638,LivingSpecimen,348484,6284336,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,palmatum,,C.P.Thunberg ex A.Murray,,species,Acer palmatum C.P.Thunberg ex A.Murray,,Viva,Exótica,2019,,hermaphrodite
AA1639,AA1639,LivingSpecimen,348458,6284339,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Schinus,latifolius,,Engl.,,species,Schinus latifolius Engl.,,Viva,Nativa,2019,,hermaphrodite
AA1640,AA1640,LivingSpecimen,348473,6284280,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,Pissardii,Ehrh.,var.,varietas,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA1641,AA1641,LivingSpecimen,348473,6284284,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,cerasifera,Pissardii,Ehrh.,var.,varietas,Prunus cerasifera Ehrh.,,Viva,Exótica,2019,,hermaphrodite
AA1642,AA1642,LivingSpecimen,348472,6284288,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Crinodendron,patagua,,(Molina) Molina,,species,Crinodendron patagua (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1643,AA1643,LivingSpecimen,348469,6284292,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Tetrapanax,,,K.Koch,sp.,genus,Tetrapanax  K.Koch,,Viva,Exótica,2019,,
AA1644,AA1644,LivingSpecimen,348474,6284292,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Aristotelia,chilensis,,Stuntz,,species,Aristotelia chilensis Stuntz,,Viva,Nativa,2019,,hermaphrodite
AA1645,AA1645,LivingSpecimen,348476,6284291,Tracheophyta,Magnoliopsida,Myrtales,Onagraceae,Fuchsia,magellanica,,Lam.,,species,Fuchsia magellanica Lam.,,Viva,Nativa,2019,,hermaphrodite
AA1646,AA1646,LivingSpecimen,348464,6284287,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Cryptocarya,alba,,Looser,,species,Cryptocarya alba Looser,,Viva,Nativa,2019,,hermaphrodite
AA1647,AA1647,LivingSpecimen,348479,6284340,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Abelia,triflora,,R.Br. Ex Wall,,species,Abelia triflora R.Br. Ex Wall,,Viva,Exótica,2019,,
AA1648,AA1648,LivingSpecimen,348471,6284337,Tracheophyta,Magnoliopsida,Dipsacales,Caprifoliaceae,Abelia,triflora,,R.Br. Ex Wall,,species,Abelia triflora R.Br. Ex Wall,,Viva,Exótica,2019,,
AA1649,AA1649,LivingSpecimen,348477,6284266,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrtus,communis,,L.,,species,Myrtus communis L.,,Viva,Exótica,2019,,hermaphrodite
AA1650,AA1650,LivingSpecimen,348466,6284271,Tracheophyta,Magnoliopsida,Rosales,Elaeagnaceae,Elaeagnus,umbellata,,C.P.Thunb. ex A.Murray,,species,Elaeagnus umbellata C.P.Thunb. ex A.Murray,,Viva,Exótica,2019,,
AA1651,AA1651,LivingSpecimen,348467,6284292,Tracheophyta,Magnoliopsida,Lamiales,Oleaceae,Fraxinus,excelsior,,L.,,species,Fraxinus excelsior L.,,Viva,Exótica,2019,,hermaphrodite
AA1652,AA1652,LivingSpecimen,348579,6284326,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,nigra,,L.,,species,Juglans nigra L.,,Viva,Exótica,2019,,hermaphrodite
AA1653,AA1653,LivingSpecimen,348577,6284330,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,nigra,,L.,,species,Juglans nigra L.,,Viva,Exótica,2019,,hermaphrodite
AA1654,AA1654,LivingSpecimen,348575,6284334,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,nigra,,L.,,species,Juglans nigra L.,,Viva,Exótica,2019,,hermaphrodite
AA1655,AA1655,LivingSpecimen,348572,6284337,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,nigra,,L.,,species,Juglans nigra L.,,Viva,Exótica,2019,,hermaphrodite
AA1656,AA1656,LivingSpecimen,348566,6284340,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,nigra,,L.,,species,Juglans nigra L.,,Viva,Exótica,2019,,hermaphrodite
AA1657,AA1657,LivingSpecimen,348560,6284341,Tracheophyta,Magnoliopsida,Fagales,Juglandaceae,Juglans,nigra,,L.,,species,Juglans nigra L.,,Viva,Exótica,2019,,hermaphrodite
AA1658,AA1658,LivingSpecimen,348553,6284350,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Beilschmiedia,miersii,,Kosterm.,,species,Beilschmiedia miersii Kosterm.,,Viva,Nativa,2019,,hermaphrodite
AA1659,AA1659,LivingSpecimen,348553,6284363,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Aesculus,hippocastanum,,L.,,species,Aesculus hippocastanum L.,,Viva,Exótica,2019,,hermaphrodite
AA1660,AA1660,LivingSpecimen,348561,6284367,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1661,AA1661,LivingSpecimen,348565,6284366,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1662,AA1662,LivingSpecimen,348569,6284365,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1663,AA1663,LivingSpecimen,348576,6284365,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1664,AA1664,LivingSpecimen,348581,6284364,Tracheophyta,Magnoliopsida,Fabales,Quillajaceae,Quillaja,saponaria,,(Molina) Molina,,species,Quillaja saponaria (Molina) Molina,,Viva,Nativa,2019,,hermaphrodite
AA1665,AA1665,LivingSpecimen,348586,6284344,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,americana,,L.,,species,Agave americana L.,,Viva,Exótica,2019,,
AA1666,AA1666,LivingSpecimen,348589,6284363,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,americana,,L.,,species,Agave americana L.,,Viva,Exótica,2019,,
AA1667,AA1667,LivingSpecimen,348581,6284369,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1668,AA1668,LivingSpecimen,348576,6284370,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1669,AA1669,LivingSpecimen,348574,6284369,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,americana,,L.,,species,Agave americana L.,,Viva,Exótica,2019,,
AA1670,AA1670,LivingSpecimen,348570,6284371,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1671,AA1671,LivingSpecimen,348567,6284371,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1672,AA1672,LivingSpecimen,348562,6284371,Tracheophyta,Liliopsida,Asparagales,Asparagaceae,Agave,americana,,L.,,species,Agave americana L.,,Viva,Exótica,2019,,
AA1673,AA1673,LivingSpecimen,348553,6284375,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1674,AA1674,LivingSpecimen,348549,6284376,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1675,AA1675,LivingSpecimen,348544,6284376,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
AA1676,AA1676,LivingSpecimen,348540,6284377,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Melia,azedarach,,L.,,species,Melia azedarach L.,,Viva,Exótica,2019,,hermaphrodite
